Vaccine,Geography Type,Geography,FIPS,Season/Survey Year,Month,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,1,Race and Ethnicity,"Black, Non-Hispanic",34.2,28.3 to 40.1,1077
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,2,Race and Ethnicity,"Black, Non-Hispanic",35.5,29.1 to 41.9,1077
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,3,Race and Ethnicity,"Black, Non-Hispanic",35.5,29.1 to 41.9,1077
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,4,Race and Ethnicity,"Black, Non-Hispanic",36.6,29.9 to 43.3,1077
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,5,Race and Ethnicity,"Black, Non-Hispanic",36.7,30.0 to 43.4,1077
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,4,Age,6 Months - 4 Years,68.2,61.2 to 75.2,1013
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,4,Age,5-12 Years,60.6,57.3 to 63.9,1864
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,8,Age,>=18 Years,0.9,0.5 to 1.3,4081
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,9,Age,>=18 Years,7.4,6.4 to 8.4,4081
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,10,Age,>=18 Years,24.8,23.0 to 26.6,4081
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,11,Age,>=18 Years,32.3,30.3 to 34.3,4081
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,7,Age,>=6 Months,0.6,0.4 to 0.8,8472
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,8,Age,>=6 Months,2.5,2.1 to 2.9,8472
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,9,Age,>=6 Months,9.3,8.5 to 10.1,8472
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,10,Age,>=6 Months,25.0,23.7 to 26.3,8472
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,12,Age,>=6 Months,34.8,33.3 to 36.3,8472
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,11,Age,>=6 Months,32.0,30.6 to 33.4,8472
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,4,Age,>=18 Years,38.8,36.1 to 41.5,4065
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,5,Age,>=18 Years,40.2,36.9 to 43.5,4065
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,7,Age,>=18 Years,NR †,NR †,4081
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,3,Age,6 Months - 4 Years,68.2,61.2 to 75.2,1013
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,3,Age,5-12 Years,60.2,56.9 to 63.5,1864
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,2,Age,5-12 Years,59.7,56.4 to 63.0,1864
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,1,Age,5-12 Years,56.7,53.5 to 59.9,1864
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,12,Age,5-12 Years,54.8,51.7 to 57.9,1864
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,11,Age,5-12 Years,51.6,48.5 to 54.7,1864
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,10,Age,5-12 Years,39.3,36.4 to 42.2,1864
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,7,Age,>=6 Months,0.5,0.3 to 0.7,8441
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,5,Age,>=6 Months,39.9,38.3 to 41.5,8472
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,4,Age,>=6 Months,39.9,38.3 to 41.5,8472
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,3,Age,>=6 Months,39.1,37.5 to 40.7,8472
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,2,Age,>=6 Months,38.3,36.7 to 39.9,8472
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,1,Age,>=6 Months,37.2,35.7 to 38.7,8472
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,12,Age,>=18 Years,35.5,33.3 to 37.7,4081
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,10,Age,5-12 Years,40.6,37.7 to 43.5,2031
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,9,Age,5-12 Years,18.4,16.1 to 20.7,2031
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,8,Age,5-12 Years,8.0,6.4 to 9.6,2031
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,7,Age,5-12 Years,1.6,0.9 to 2.3,2031
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,5,Age,5-12 Years,60.7,57.3 to 64.1,1864
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,12,Age,6 Months - 4 Years,62.2,57.6 to 66.8,1388
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,5,Age,6 Months - 4 Years,69.0,62.0 to 76.0,1013
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,7,Age,6 Months - 4 Years,NR †,NR †,1388
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,8,Age,6 Months - 4 Years,7.9,5.4 to 10.4,1388
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,9,Age,6 Months - 4 Years,19.8,16.2 to 23.4,1388
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,10,Age,6 Months - 4 Years,44.8,40.2 to 49.4,1388
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,11,Age,6 Months - 4 Years,56.3,51.7 to 60.9,1388
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,9,Race and Ethnicity,Hispanic,7.3,4.3 to 10.3,958
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,10,Race and Ethnicity,Hispanic,24.6,19.4 to 29.8,958
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,11,Race and Ethnicity,Hispanic,36.0,30.1 to 41.9,958
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,12,Race and Ethnicity,Hispanic,43.3,36.6 to 50.0,958
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,1,Race and Ethnicity,Hispanic,47.7,40.6 to 54.8,958
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,2,Race and Ethnicity,Hispanic,57.5,45.4 to 69.6 ‡,958
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,3,Race and Ethnicity,Hispanic,58.6,46.4 to 70.8 ‡,958
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,1,Age,6 Months - 4 Years,64.9,60.3 to 69.5,1388
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,2,Age,6 Months - 4 Years,66.1,61.5 to 70.7,1388
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,3,Age,6 Months - 4 Years,66.3,61.7 to 70.9,1388
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,4,Age,6 Months - 4 Years,66.4,61.8 to 71.0,1388
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,5,Age,6 Months - 4 Years,67.7,62.9 to 72.5,1388
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,1,Age,5-12 Years,59.9,56.8 to 63.0,2031
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,12,Age,5-12 Years,56.4,53.3 to 59.5,2031
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,7,Age,6 Months - 4 Years,4.1,2.2 to 6.0,1377
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,8,Age,6 Months - 4 Years,7.3,5.1 to 9.5,1377
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,11,Age,5-12 Years,51.9,48.9 to 54.9,2031
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,9,Age,6 Months - 4 Years,18.4,12.3 to 24.5,917
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,10,Age,6 Months - 4 Years,42.5,34.7 to 50.3,917
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,11,Age,6 Months - 4 Years,56.9,49.5 to 64.3,917
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,12,Age,6 Months - 4 Years,63.8,56.7 to 70.9,917
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,10,Age,5-12 Years,33.9,31.0 to 36.8,1733
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,9,Age,5-12 Years,15.1,13.0 to 17.2,1733
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,4,Age,6 Months - 4 Years,71.2,63.8 to 78.6,1388
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,5,Age,6 Months - 4 Years,71.2,63.8 to 78.6,1388
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,8,Age,6 Months - 4 Years,4.3,2.3 to 6.3,917
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,8,Race and Ethnicity,Hispanic,NR †,NR †,958
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,5,Race and Ethnicity,"American Indian or Alaska Native, Non-Hispanic",NR †,NR †,43
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,1,Race and Ethnicity,"American Indian or Alaska Native, Non-Hispanic",NR †,NR †,43
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,2,Race and Ethnicity,"American Indian or Alaska Native, Non-Hispanic",NR †,NR †,43
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,3,Race and Ethnicity,"American Indian or Alaska Native, Non-Hispanic",NR †,NR †,43
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,4,Race and Ethnicity,"American Indian or Alaska Native, Non-Hispanic",NR †,NR †,43
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,11,Race and Ethnicity,"American Indian or Alaska Native, Non-Hispanic",NR †,NR †,43
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,12,Race and Ethnicity,"American Indian or Alaska Native, Non-Hispanic",NR †,NR †,43
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,1,Age,>=6 Months,39.9,37.9 to 41.9,7893
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,2,Age,>=6 Months,41.3,39.3 to 43.3,7893
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,9,Age,>=6 Months,9.2,8.4 to 10.0,7893
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,10,Age,>=6 Months,24.9,23.5 to 26.3,7893
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,11,Age,>=6 Months,34.4,32.5 to 36.3,7893
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,12,Age,>=6 Months,37.8,35.9 to 39.7,7893
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,4,Age,18-49 Years at High Risk,59.5,40.1 to 78.9 ‡,261
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,8,Age,5-12 Years,5.5,4.2 to 6.8,1733
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,10,Age,6 Months - 4 Years,39.9,32.8 to 47.0,1388
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,11,Age,6 Months - 4 Years,54.8,47.1 to 62.5,1388
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,12,Age,6 Months - 4 Years,60.8,53.3 to 68.3,1388
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,1,Age,6 Months - 4 Years,65.9,58.3 to 73.5,1388
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,2,Age,6 Months - 4 Years,70.0,62.5 to 77.5,1388
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,3,Age,6 Months - 4 Years,71.1,63.7 to 78.5,1388
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,2,Age,>=65 Years,68.9,65.1 to 72.7,1362
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,3,Age,>=65 Years,69.1,65.3 to 72.9,1362
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,4,Age,>=65 Years,69.1,65.3 to 72.9,1362
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,5,Age,>=65 Years,69.1,65.3 to 72.9,1362
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,3,Age,18-49 Years at High Risk,59.5,40.1 to 78.9 ‡,261
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,9,Race and Ethnicity,"American Indian or Alaska Native, Non-Hispanic",NR †,NR †,43
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,7,Age,5-12 Years,1.8,1.0 to 2.6,1733
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,9,Age,18-49 Years at High Risk,NR †,NR †,261
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,10,Age,18-49 Years at High Risk,28.3,20.7 to 35.9,261
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,11,Age,18-49 Years at High Risk,35.1,26.9 to 43.3,261
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,12,Age,18-49 Years at High Risk,42.9,33.9 to 51.9,261
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,1,Age,18-49 Years at High Risk,45.2,35.6 to 54.8,261
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,2,Age,18-49 Years at High Risk,59.5,40.1 to 78.9 ‡,261
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,8,Age,>=65 Years,1.9,1.0 to 2.8,1362
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,9,Age,>=65 Years,16.2,13.8 to 18.6,1362
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,10,Age,>=65 Years,47.6,44.0 to 51.2,1362
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,11,Age,>=65 Years,63.0,59.2 to 66.8,1362
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,12,Age,>=65 Years,67.3,63.5 to 71.1,1362
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,1,Age,>=65 Years,68.0,64.2 to 71.8,1362
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,5,Age,50-64 Years,48.4,43.8 to 53.0,1504
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,12,Age,>=18 Years,40.9,38.5 to 43.3,4761
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,11,Age,>=18 Years,36.5,34.3 to 38.7,4761
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,1,Age,>=18 Years,42.9,40.4 to 45.4,4761
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,2,Age,>=18 Years,45.6,41.8 to 49.4,4761
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,3,Age,>=18 Years,45.6,41.8 to 49.4,4761
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,4,Age,>=18 Years,45.7,41.9 to 49.5,4761
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,5,Age,>=18 Years,45.7,41.9 to 49.5,4761
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,2,Age,6 Months - 17 Years,51.0,46.5 to 55.5,4049
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,3,Age,6 Months - 17 Years,51.9,47.2 to 56.6,4049
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,4,Age,6 Months - 17 Years,52.0,47.3 to 56.7,4049
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,5,Age,6 Months - 17 Years,52.3,47.6 to 57.0,4049
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,8,Age,>=18 Years,0.6,0.3 to 0.9,4761
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,9,Age,>=18 Years,8.1,7.0 to 9.2,4761
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,10,Age,>=18 Years,26.1,24.3 to 27.9,4761
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,10,Age,50-64 Years,29.9,26.8 to 33.0,1504
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,9,Age,50-64 Years,8.3,6.8 to 9.8,1504
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,11,Age,50-64 Years,39.8,36.2 to 43.4,1504
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,12,Age,50-64 Years,43.5,39.8 to 47.2,1504
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,3,Age,50-64 Years,47.7,43.2 to 52.2,1504
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,4,Age,50-64 Years,48.4,43.8 to 53.0,1504
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,1,Age,50-64 Years,45.6,41.7 to 49.5,1504
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,2,Age,50-64 Years,47.7,43.2 to 52.2,1504
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,2,Age,18-49 Years not at High Risk,34.2,29.8 to 38.6,980
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,3,Age,18-49 Years not at High Risk,34.2,29.8 to 38.6,980
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,4,Age,18-49 Years not at High Risk,34.2,29.8 to 38.6,980
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,5,Age,18-49 Years not at High Risk,34.2,29.8 to 38.6,980
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,12,Age,18-49 Years not at High Risk,30.2,26.2 to 34.2,980
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,1,Age,18-49 Years not at High Risk,33.0,28.7 to 37.3,980
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,5,Age,>=6 Months,47.6,44.6 to 50.6,8810
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,8,Age,6 Months - 17 Years,2.0,0.9 to 3.1,4049
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,9,Age,6 Months - 17 Years,8.1,6.4 to 9.8,4049
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,10,Age,6 Months - 17 Years,27.8,24.4 to 31.2,4049
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,11,Age,6 Months - 17 Years,41.7,37.7 to 45.7,4049
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,12,Age,6 Months - 17 Years,46.9,42.7 to 51.1,4049
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,1,Age,6 Months - 17 Years,50.9,46.4 to 55.4,4049
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,8,Age,50-64 Years,NR †,NR †,1504
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,11,Age,18-49 Years not at High Risk,25.8,22.1 to 29.5,980
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,5,Age,18-49 Years at High Risk,59.5,40.1 to 78.9 ‡,261
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,8,Age,18-49 Years not at High Risk,NR †,NR †,980
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,9,Age,18-49 Years not at High Risk,6.4,4.2 to 8.6,980
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,10,Age,18-49 Years not at High Risk,16.9,13.7 to 20.1,980
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,3,Age,>=6 Months,47.4,44.4 to 50.4,8810
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,4,Age,>=6 Months,47.5,44.5 to 50.5,8810
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,10,Age,>=6 Months,26.6,25.0 to 28.2,8810
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,11,Age,>=6 Months,38.0,36.0 to 40.0,8810
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,12,Age,>=6 Months,42.6,40.5 to 44.7,8810
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,1,Age,>=6 Months,45.2,43.0 to 47.4,8810
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,2,Age,>=6 Months,47.1,44.1 to 50.1,8810
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,10,Race and Ethnicity,"American Indian or Alaska Native, Non-Hispanic",NR †,NR †,43
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,8,Age,>=6 Months,1.0,0.6 to 1.4,8810
"Any Influenza Vaccination, Seasonal or H1N1",States/Local Areas,Illinois,17,2009-10,9,Age,>=6 Months,8.1,7.2 to 9.0,8810
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,7,Age,6 Months - 17 Years,1.9,1.4 to 2.4,5734
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,8,Age,6 Months - 17 Years,6.3,5.4 to 7.2,5734
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,9,Age,6 Months - 17 Years,16.1,14.8 to 17.4,5734
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,10,Age,6 Months - 17 Years,35.2,33.4 to 37.0,5734
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,11,Age,6 Months - 17 Years,45.4,43.4 to 47.4,5734
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,12,Age,6 Months - 17 Years,48.8,46.7 to 50.9,5734
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,1,Age,6 Months - 17 Years,51.4,49.3 to 53.5,5734
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,2,Age,6 Months - 17 Years,52.6,50.4 to 54.8,5734
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,3,Age,6 Months - 17 Years,54.2,51.9 to 56.5,5734
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,4,Age,6 Months - 17 Years,54.3,52.0 to 56.6,5734
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,5,Age,6 Months - 17 Years,54.3,52.0 to 56.6,5734
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,7,Age,6 Months - 4 Years,1.5,0.8 to 2.2,1801
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,8,Age,6 Months - 4 Years,6.1,4.7 to 7.5,1801
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,9,Age,6 Months - 4 Years,19.0,16.5 to 21.5,1801
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,10,Age,6 Months - 4 Years,39.8,36.4 to 43.2,1801
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,11,Age,6 Months - 4 Years,51.3,47.6 to 55.0,1801
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,12,Age,6 Months - 4 Years,55.5,51.7 to 59.3,1801
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,1,Age,6 Months - 4 Years,59.5,55.6 to 63.4,1801
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,2,Age,6 Months - 4 Years,60.8,56.9 to 64.7,1801
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,3,Age,6 Months - 4 Years,64.6,60.3 to 68.9,1801
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,4,Age,6 Months - 4 Years,64.7,60.4 to 69.0,1801
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,5,Age,6 Months - 4 Years,64.7,60.4 to 69.0,1801
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,7,Age,5-12 Years,1.9,1.2 to 2.6,2458
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,7,Age,Greater 65,NR â€ ,,1822
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,8,Age,Greater 65,3.0,1.6 to 4.4,1822
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,9,Age,Greater 65,15.5,13.1 to 17.9,1822
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,10,Age,Greater 65,42.3,39.2 to 45.4,1822
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,11,Age,Greater 65,54.6,51.5 to 57.7,1822
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,12,Age,Greater 65,58.8,55.7 to 61.9,1822
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,1,Age,Greater 65,63.1,60.0 to 66.2,1822
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,2,Age,Greater 65,64.7,61.6 to 67.8,1822
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,3,Age,Greater 65,66.3,63.2 to 69.4,1822
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,4,Age,Greater 65,67.3,64.2 to 70.4,1822
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,5,Age,Greater 65,68.6,65.3 to 71.9,1822
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,7,Age,Greater than 18 Years flu,0.1,0.1 to 0.1,6351
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,8,Age,Greater than 18 Years flu,1.8,1.2 to 2.4,6351
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,9,Age,Greater than 18 Years flu,8.9,7.9 to 9.9,6351
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,10,Age,Greater than 18 Years flu,26.2,24.6 to 27.8,6351
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,11,Age,Greater than 18 Years flu,34.7,33.1 to 36.3,6351
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,12,Age,Greater than 18 Years flu,38.4,36.8 to 40.0,6351
